latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,month,prali_fire,geometry,GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,NDVI,NBR,NDWI
24.59926,76.82575,338.81,0.41,0.37,2023-10-13,754,N20,VIIRS,0,2,309.72,3.15,D,0,10,0,POINT (76.82575 24.59926),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.3221844787039457,0.05416666666666667,-0.41716846380058814
24.68011,77.47479,337.17,0.39,0.36,2023-10-13,754,N20,VIIRS,1,2,309.24,2.33,D,0,10,0,POINT (77.47479 24.68011),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.5579997067018625,0.27784459947077217,-0.5290731145653426
25.0505,80.09772,340.66,0.4,0.37,2023-10-13,754,N20,VIIRS,1,2,309.75,2.43,D,0,10,0,POINT (80.09772 25.0505),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.5457332652018395,0.22444849220805504,-0.5751106482686801
24.62022,77.52542,338.84,0.39,0.36,2023-10-13,754,N20,VIIRS,1,2,311.28,3.18,D,0,10,0,POINT (77.52542 24.62022),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.24101399924328415,-0.08071748878923767,-0.39832314906920563
24.59421,77.68428,338.26,0.39,0.36,2023-10-13,754,N20,VIIRS,0,2,312.96,1.54,D,0,10,0,POINT (77.68428 24.59421),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.28295493053202303,0.04249655805415328,-0.4236650789671597
24.51811,77.35844,335.28,0.4,0.37,2023-10-13,754,N20,VIIRS,0,2,309.17,1.67,D,0,10,0,POINT (77.35844 24.51811),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.2305579036348267,0.042987641053197204,-0.37610776320453737
24.51622,77.62031,337.55,0.39,0.36,2023-10-13,754,N20,VIIRS,0,2,310.28,2.83,D,0,10,0,POINT (77.62031 24.51622),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.10431808465156049,0.08483830323393532,-0.12918032786885245
24.58353,78.39927,336.6,0.38,0.36,2023-10-13,754,N20,VIIRS,0,2,310.91,1.84,D,0,10,0,POINT (78.39927 24.58353),IND.34_1,IND,India,Uttar Pradesh,United Provinces,,State,State,,IN.UP,IN-UP,0.1737943585077343,-0.09420713867758923,-0.31722260040844114
24.42632,77.50695,342.92,0.39,0.36,2023-10-13,754,N20,VIIRS,1,2,310.27,3.55,D,0,10,0,POINT (77.50695 24.42632),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.25964958503490976,-0.1035905127964751,-0.3870031911807369
24.44442,77.74757,338.21,0.39,0.36,2023-10-13,754,N20,VIIRS,0,2,312.12,3.16,D,0,10,0,POINT (77.74757 24.44442),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.18982888213657445,-0.010769844435580374,-0.31263232180663375
24.48033,78.21658,334.67,0.39,0.36,2023-10-13,754,N20,VIIRS,0,2,308.82,1.99,D,0,10,0,POINT (78.21658 24.48033),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.4615096693699314,0.2188117781708459,-0.5039157786622159
24.64353,79.52795,338.16,0.39,0.36,2023-10-13,754,N20,VIIRS,1,2,312.17,2.06,D,0,10,0,POINT (79.52795 24.64353),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.21296296296296297,-0.06711767847605483,-0.36103896103896105
