latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,month,prali_fire,geometry,GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,NDVI,NBR,NDWI
25.0355,76.16212,337.38,0.42,0.38,2023-10-12,813,N20,VIIRS,0,2,311.17,2.31,D,0,10,0,POINT (76.16212 25.0355),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.2555991041433371,-0.07372986369268897,-0.40419536631183467
25.04402,76.22449,332.85,0.42,0.38,2023-10-12,813,N20,VIIRS,0,2,307.84,1.41,D,0,10,0,POINT (76.22449 25.04402),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.36021971668112174,0.014774075272295913,-0.456881870258554
25.14548,76.98193,335.11,0.45,0.39,2023-10-12,813,N20,VIIRS,1,2,307.3,1.4,D,0,10,0,POINT (76.98193 25.14548),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.4000873235336923,0.11691628933008244,-0.5468724875381894
25.01659,76.15248,338.41,0.42,0.38,2023-10-12,813,N20,VIIRS,0,2,313.25,3.41,D,0,10,0,POINT (76.15248 25.01659),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.33427406710567575,0.05806291184881263,-0.43338386390432876
25.63324,81.34155,337.57,0.53,0.5,2023-10-12,813,N20,VIIRS,1,2,301.84,4.3,D,0,10,0,POINT (81.34155 25.63324),IND.34_1,IND,India,Uttar Pradesh,United Provinces,,State,State,,IN.UP,IN-UP,0.6622473375353184,0.3365955959454736,-0.5996653419786655
25.01033,76.13235,336.31,0.42,0.38,2023-10-12,813,N20,VIIRS,1,2,310.45,2.03,D,0,10,0,POINT (76.13235 25.01033),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.49750505731625083,0.2616748096807181,-0.5326432022084197
25.11349,77.12877,335.35,0.46,0.39,2023-10-12,813,N20,VIIRS,0,2,309.0,7.31,D,0,10,0,POINT (77.12877 25.11349),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.2901705565529623,0.030471410647069368,-0.42992165153587864
24.94582,75.91622,337.22,0.41,0.37,2023-10-12,813,N20,VIIRS,1,2,310.19,2.46,D,0,10,0,POINT (75.91622 24.94582),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.2752966271163845,-0.07279247843365319,-0.4075927015891701
25.09054,77.17844,338.36,0.46,0.39,2023-10-12,813,N20,VIIRS,1,2,311.19,5.08,D,0,10,0,POINT (77.17844 25.09054),IND.19_1,IND,India,Madhya Pradesh,,,State,State,,IN.MP,IN-MP,0.21487851214878512,-0.05018761726078799,-0.3741235014702556
24.95021,76.12949,336.32,0.42,0.38,2023-10-12,813,N20,VIIRS,1,2,307.94,3.26,D,0,10,0,POINT (76.12949 24.95021),IND.29_1,IND,India,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,IN-RJ,0.4300011372682816,0.2623230599337416,-0.4765147956787224
