latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,month,prali_fire,geometry,GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,NDVI,NBR,NDWI
31.93414,74.7166,332.78,0.43,0.38,2023-10-12,815,N20,VIIRS,1,2,301.94,2.78,D,0,10,1,POINT (74.7166 31.93414),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.4470504619758351,0.27502348397870785,-0.5057315419696783
31.97321,74.88162,332.98,0.43,0.38,2023-10-12,815,N20,VIIRS,1,2,302.92,2.2,D,0,10,1,POINT (74.88162 31.97321),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.15468788858492913,0.012981346132867895,-0.19943167140273832
32.4699,75.07644,335.33,0.45,0.39,2023-10-12,815,N20,VIIRS,0,2,306.5,2.89,D,0,10,0,POINT (75.07644 32.4699),,,,,,,,,,,,0.24664310954063604,-0.04224128569877294,-0.3484176731386638
30.64619,76.48492,330.75,0.49,0.4,2023-10-12,815,N20,VIIRS,1,2,302.01,2.9,D,0,10,1,POINT (76.48492 30.64619),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.5978000282047666,0.45517595684562034,-0.5910686701305996
30.63198,76.18111,344.48,0.47,0.4,2023-10-12,815,N20,VIIRS,1,2,304.69,6.3,D,0,10,1,POINT (76.18111 30.63198),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.6993727598566308,0.5529170931422722,-0.6342093925032314
30.60012,75.63371,346.13,0.45,0.39,2023-10-12,815,N20,VIIRS,1,2,301.78,6.25,D,0,10,1,POINT (75.63371 30.60012),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.5530050083472454,0.4186046511627907,-0.5031306806705717
30.53329,74.80864,331.51,0.42,0.38,2023-10-12,815,N20,VIIRS,0,2,305.58,3.56,D,0,10,1,POINT (74.80864 30.53329),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.21465968586387435,-0.08300395256916997,-0.31275720164609055
30.22397,76.75001,332.58,0.5,0.41,2023-10-12,815,N20,VIIRS,1,2,303.3,4.64,D,0,10,1,POINT (76.75001 30.22397),IND.12_1,IND,India,Haryana,,,State,State,,IN.HR,IN-HR,0.43796641791044777,0.2899581589958159,-0.5127576054955839
30.17389,76.29671,336.59,0.47,0.4,2023-10-12,815,N20,VIIRS,1,2,301.39,4.41,D,0,10,1,POINT (76.29671 30.17389),IND.28_1,IND,India,Punjab,,,State,State,,IN.PB,IN-PB,0.5129576306046895,0.39239068710959685,-0.541169076052797
30.27688,77.04079,336.16,0.51,0.41,2023-10-12,815,N20,VIIRS,1,2,305.2,9.2,D,0,10,1,POINT (77.04079 30.27688),IND.12_1,IND,India,Haryana,,,State,State,,IN.HR,IN-HR,0.5678535678535679,0.27577379567139865,-0.591753774680604
