latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,month,prali_fire,geometry,GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,NDVI,NBR,NDWI
14.60606,78.52089,306.11,0.52,0.42,2023-10-07,2037,N20,VIIRS,1,2,294.16,1.21,N,2,10,0,POINT (78.52089 14.60606),IND.2_1,IND,India,Andhra Pradesh,,,State,State,,IN.AP,IN-AP,0.13768352365415987,0.07540478026214341,-0.17645074224021592
14.72132,77.61492,311.16,0.47,0.4,2023-10-07,2037,N20,VIIRS,1,2,291.83,1.09,N,0,10,0,POINT (77.61492 14.72132),IND.2_1,IND,India,Andhra Pradesh,,,State,State,,IN.AP,IN-AP,0.3020626432391138,0.06858934169278996,-0.43010572243665046
11.95376,78.93714,306.27,0.4,0.45,2023-10-07,2037,N20,VIIRS,1,2,289.87,0.25,N,0,10,0,POINT (78.93714 11.95376),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.6875460574797347,0.4414603441040705,-0.6506487265737626
10.76201,76.72789,301.43,0.47,0.4,2023-10-07,2038,N20,VIIRS,1,2,284.9,1.69,N,0,10,0,POINT (76.72789 10.76201),IND.17_1,IND,India,Kerala,,,State,State,,IN.KL,IN-KL,0.6508117345485617,0.2865704772475028,-0.6942414498684595
11.80082,76.95884,304.58,0.47,0.4,2023-10-07,2038,N20,VIIRS,1,2,285.35,1.1,N,0,10,0,POINT (76.95884 11.80082),IND.16_1,IND,India,Karnataka,Maisur|Mysore,,State,State,,IN.KA,IN-KA,0.6032543670734626,0.2674990541051835,-0.6234552944027139
11.1836,79.09898,309.43,0.43,0.46,2023-10-07,2038,N20,VIIRS,1,2,291.78,1.37,N,2,10,0,POINT (79.09898 11.1836),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.019934282584884996,-0.2453808752025932,-0.058422368720163674
10.93053,77.06577,306.35,0.49,0.4,2023-10-07,2038,N20,VIIRS,1,2,285.61,1.7,N,2,10,0,POINT (77.06577 10.93053),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.09364445809026711,-0.22514683489232107,-0.23938761308281142
9.97943,76.37612,305.31,0.46,0.39,2023-10-07,2038,N20,VIIRS,1,2,291.17,1.72,N,2,10,0,POINT (76.37612 9.97943),IND.17_1,IND,India,Kerala,,,State,State,,IN.KL,IN-KL,-0.048083789573910976,0.048024634737600734,0.03870192307692308
11.39218,77.22627,331.9,0.46,0.47,2023-10-08,744,N20,VIIRS,1,2,297.1,2.52,D,0,10,0,POINT (77.22627 11.39218),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.29782130721567057,0.05663140764849471,-0.32065493745550694
9.91963,77.93836,331.48,0.44,0.46,2023-10-08,744,N20,VIIRS,1,2,299.18,2.1,D,0,10,0,POINT (77.93836 9.91963),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.39550991163123955,0.0653660315434406,-0.5235984354628422
8.66008,78.11536,351.04,0.45,0.47,2023-10-08,744,N20,VIIRS,1,2,298.7,9.59,D,0,10,0,POINT (78.11536 8.66008),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.007172018095553349,0.03310508743138475,-0.03100468741175806
9.01286,77.79372,336.04,0.46,0.47,2023-10-08,744,N20,VIIRS,1,2,298.13,6.47,D,0,10,0,POINT (77.79372 9.01286),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.09634714390782055,-0.2008577555396712,-0.2442960489705064
9.01214,77.78955,342.42,0.46,0.47,2023-10-08,744,N20,VIIRS,1,2,297.81,6.47,D,0,10,0,POINT (77.78955 9.01214),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.25156132900324757,-0.015717092337917484,-0.3662394327788383
9.48541,78.74738,333.95,0.39,0.44,2023-10-08,744,N20,VIIRS,1,2,297.03,0.97,D,0,10,0,POINT (78.74738 9.48541),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.04060538944259875,0.03212814645308924,-0.046302310476013735
9.81004,78.37059,338.38,0.41,0.45,2023-10-08,744,N20,VIIRS,1,2,295.92,2.49,D,0,10,0,POINT (78.37059 9.81004),IND.31_1,IND,India,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,IN-TN,0.821882951653944,0.5923496052485266,-0.7080152671755725
